chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr19	46386990	49705838	0.449817360406631	252	0.137094675004638	2.58494687334638	291532	7.17558007240032	7	4	3	-6.73716047249979
chr19	49713295	49878632	0.497770912276847	9	0.221472032345195	3.03342667629636	18500	6.36518215916119	8	4	4	-6.73310370906249
chr19	49884472	50015992	0.419382816307417	26	0.0700204365771989	2.09849771631489	16444	6.48369143929566	5	3	2	-6.73304564040179
chr19	50031263	50802364	0.190610460099357	35	0.204131466124615	2.29776978324218	55196	4.87535625532149	7	6	1	-6.73454837888838
chr19	50820217	52431525	0.498880578227072	123	0.129760899260689	1.85754981355714	162458	6.33895742585884	4	2	2	-6.73307486864813
chr19	52474932	52564408	0.497751013469698	9	0.202066889365323	2.21359017525224	10541	9.88839104836884	6	3	3	-6.73311545944911
chr19	52588511	54278869	0.498861174319745	225	0.127732165996505	2.85638473485049	201302	9.91108704883549	6	3	3	-6.73320410588934
chr19	54279040	54457896	0.270608837879427	27	0.146783548997871	2.16468099726282	20708	4.77290594580449	12	9	3	-6.73601161111523
chr19	54508187	54775650	0.398293332924802	325	0.11290297223546	1.87469916438948	53080	11.9270200675237	13	8	5	-6.73478686811971
chr19	54775718	54808583	0.495430755284695	53	0.167202403351454	2.52313857254143	7991	23.0244378796297	6	3	3	-6.73347777628812
chr19	54808824	58548362	0.49884372253544	328	0.136244641044688	2.18195267706621	355625	7.88046072681688	6	3	3	-6.7339812052034
chr20	96321	25985325	0.311914342628421	459	0.136644414091565	1.80612043374635	706355	6.51944303272966	4	3	1	-6.73357656021525
chr20	28580685	47160773	0.244663825242053	581	0.129345141707848	2.79744193451864	946497	9.48014067171322	9	7	2	-6.74545689851966
chr20	47160841	47659822	0.499437693313253	16	0.048905648957968	3.22629757834806	32274	12.3073886402106	8	4	4	-6.73310931710768
chr20	47659904	49729242	0.497984300521344	28	0.18501010983387	3.30374681693797	105871	11.0844359186971	8	4	4	-6.73310238191284
chr20	49829754	64273189	0.498737569420012	221	0.202133852593916	3.70034904151146	381068	10.3529823289682	10	5	5	-6.73345969036362
chr21	5227591	13051952	0.309504004071261	87	0.133680924899191	2.23488900807445	33054	9.60864974798714	4	3	1	-6.73487924784697
chr21	13491494	46651720	0.100948711647283	580	0.0654922988797488	2.10970531112495	821069	7.13494234753915	5	5	0	-6.73463808016475
chr22	10700081	12630720	0.207035954857409	45	0.155034769642103	2.1467518508192	16102	7.56409639874435	7	6	1	-6.7379014054314
chr22	15487345	50782439	0.135153918731893	1072	0.0924941083634154	1.66942370040837	1550618	5.84668213458039	3	3	0	-6.74737985177527
chrX	288633	57678391	0.176550902266814	527	0.104116701495932	1.28632528505772	1477052	5.65388884441323	2	2	0	-6.7583627004333
chrX	64225042	141697292	0.232987777631018	500	0.125207627339103	0.977273662811585	1709254	4.26551572026519	2	2	0	-6.8639254344848
chrX	141697361	141906385	0.425340315393787	21	0.103879486035731	0.725358148116907	8615	1.80082666980553	5	3	2	-6.78215668541277
chrX	141906805	156003433	0.231893723020088	143	0.114709857138485	1.27908848622388	341020	5.30641537536613	2	2	0	-6.81590005870427
chrY	11340798	11381796	0.263435385193336	5	0.0709859140956852	0.775905415163174	703	0.789360450413981	1	1	0	-6.74992902609271
chrY	26436868	56871091	0.268167283501231	5	0.104577722293039	1.68471751046985	1021	9.07498134067198	5	4	1	-6.75348001102484
